DateKey;YearMonth;FullDateAlternateKey;EnglishDayNameOfWeek;CalendarYear;ShortMonth;MonthNumberOfYear
20160228;201602;2016-02-28;Sunday;2016;Feb;2
20160229;201602;2016-02-29;Monday;2016;Feb;2
20160301;201603;2016-03-01;Tuesday;2016;Mar;3
20160302;201603;2016-03-02;Wednesday;2016;Mar;3
20160303;201603;2016-03-03;Thursday;2016;Mar;3
20160304;201603;2016-03-04;Friday;2016;Mar;3
20160305;201603;2016-03-05;Saturday;2016;Mar;3
20160306;201603;2016-03-06;Sunday;2016;Mar;3
20160307;201603;2016-03-07;Monday;2016;Mar;3
20160308;201603;2016-03-08;Tuesday;2016;Mar;3
20160309;201603;2016-03-09;Wednesday;2016;Mar;3
20160310;201603;2016-03-10;Thursday;2016;Mar;3
20160311;201603;2016-03-11;Friday;2016;Mar;3
20160312;201603;2016-03-12;Saturday;2016;Mar;3
20160313;201603;2016-03-13;Sunday;2016;Mar;3
20160314;201603;2016-03-14;Monday;2016;Mar;3
20160315;201603;2016-03-15;Tuesday;2016;Mar;3
20160316;201603;2016-03-16;Wednesday;2016;Mar;3
20160317;201603;2016-03-17;Thursday;2016;Mar;3
20160318;201603;2016-03-18;Friday;2016;Mar;3
20160319;201603;2016-03-19;Saturday;2016;Mar;3
20160320;201603;2016-03-20;Sunday;2016;Mar;3
20160321;201603;2016-03-21;Monday;2016;Mar;3
20160322;201603;2016-03-22;Tuesday;2016;Mar;3
20160323;201603;2016-03-23;Wednesday;2016;Mar;3
20160324;201603;2016-03-24;Thursday;2016;Mar;3
20160325;201603;2016-03-25;Friday;2016;Mar;3
20160326;201603;2016-03-26;Saturday;2016;Mar;3
20160327;201603;2016-03-27;Sunday;2016;Mar;3
20160328;201603;2016-03-28;Monday;2016;Mar;3
20160329;201603;2016-03-29;Tuesday;2016;Mar;3
20160330;201603;2016-03-30;Wednesday;2016;Mar;3
20160331;201603;2016-03-31;Thursday;2016;Mar;3
20160401;201604;2016-04-01;Friday;2016;Apr;4
20160402;201604;2016-04-02;Saturday;2016;Apr;4
20160403;201604;2016-04-03;Sunday;2016;Apr;4
20160404;201604;2016-04-04;Monday;2016;Apr;4
20160405;201604;2016-04-05;Tuesday;2016;Apr;4
20160406;201604;2016-04-06;Wednesday;2016;Apr;4
20160407;201604;2016-04-07;Thursday;2016;Apr;4
20160408;201604;2016-04-08;Friday;2016;Apr;4
20160409;201604;2016-04-09;Saturday;2016;Apr;4
20160410;201604;2016-04-10;Sunday;2016;Apr;4
20160411;201604;2016-04-11;Monday;2016;Apr;4
20160412;201604;2016-04-12;Tuesday;2016;Apr;4
20160413;201604;2016-04-13;Wednesday;2016;Apr;4
20160414;201604;2016-04-14;Thursday;2016;Apr;4
20160415;201604;2016-04-15;Friday;2016;Apr;4
20160416;201604;2016-04-16;Saturday;2016;Apr;4
20160417;201604;2016-04-17;Sunday;2016;Apr;4
20160418;201604;2016-04-18;Monday;2016;Apr;4
20160419;201604;2016-04-19;Tuesday;2016;Apr;4
20160420;201604;2016-04-20;Wednesday;2016;Apr;4
20160421;201604;2016-04-21;Thursday;2016;Apr;4
20160422;201604;2016-04-22;Friday;2016;Apr;4
20160423;201604;2016-04-23;Saturday;2016;Apr;4
20160424;201604;2016-04-24;Sunday;2016;Apr;4
20160425;201604;2016-04-25;Monday;2016;Apr;4
20160426;201604;2016-04-26;Tuesday;2016;Apr;4
20160427;201604;2016-04-27;Wednesday;2016;Apr;4
20160428;201604;2016-04-28;Thursday;2016;Apr;4
20160429;201604;2016-04-29;Friday;2016;Apr;4
20160430;201604;2016-04-30;Saturday;2016;Apr;4
20160501;201605;2016-05-01;Sunday;2016;May;5
20160502;201605;2016-05-02;Monday;2016;May;5
20160503;201605;2016-05-03;Tuesday;2016;May;5
20160504;201605;2016-05-04;Wednesday;2016;May;5
20160505;201605;2016-05-05;Thursday;2016;May;5
20160506;201605;2016-05-06;Friday;2016;May;5
20160507;201605;2016-05-07;Saturday;2016;May;5
20160508;201605;2016-05-08;Sunday;2016;May;5
20160509;201605;2016-05-09;Monday;2016;May;5
20160510;201605;2016-05-10;Tuesday;2016;May;5
20160511;201605;2016-05-11;Wednesday;2016;May;5
20160512;201605;2016-05-12;Thursday;2016;May;5
20160513;201605;2016-05-13;Friday;2016;May;5
20160514;201605;2016-05-14;Saturday;2016;May;5
20160515;201605;2016-05-15;Sunday;2016;May;5
20160516;201605;2016-05-16;Monday;2016;May;5
20160517;201605;2016-05-17;Tuesday;2016;May;5
20160518;201605;2016-05-18;Wednesday;2016;May;5
20160519;201605;2016-05-19;Thursday;2016;May;5
20160520;201605;2016-05-20;Friday;2016;May;5
20160521;201605;2016-05-21;Saturday;2016;May;5
20160522;201605;2016-05-22;Sunday;2016;May;5
20160523;201605;2016-05-23;Monday;2016;May;5
20160524;201605;2016-05-24;Tuesday;2016;May;5
20160525;201605;2016-05-25;Wednesday;2016;May;5
20160526;201605;2016-05-26;Thursday;2016;May;5
20160527;201605;2016-05-27;Friday;2016;May;5
20160528;201605;2016-05-28;Saturday;2016;May;5
20160529;201605;2016-05-29;Sunday;2016;May;5
20160530;201605;2016-05-30;Monday;2016;May;5
20160531;201605;2016-05-31;Tuesday;2016;May;5
20160601;201606;2016-06-01;Wednesday;2016;Jun;6
20160602;201606;2016-06-02;Thursday;2016;Jun;6
20160603;201606;2016-06-03;Friday;2016;Jun;6
20160604;201606;2016-06-04;Saturday;2016;Jun;6
20160605;201606;2016-06-05;Sunday;2016;Jun;6
20160606;201606;2016-06-06;Monday;2016;Jun;6
20160607;201606;2016-06-07;Tuesday;2016;Jun;6
20160608;201606;2016-06-08;Wednesday;2016;Jun;6
20160609;201606;2016-06-09;Thursday;2016;Jun;6
20160610;201606;2016-06-10;Friday;2016;Jun;6
20160611;201606;2016-06-11;Saturday;2016;Jun;6
20160612;201606;2016-06-12;Sunday;2016;Jun;6
20160613;201606;2016-06-13;Monday;2016;Jun;6
20160614;201606;2016-06-14;Tuesday;2016;Jun;6
20160615;201606;2016-06-15;Wednesday;2016;Jun;6
20160616;201606;2016-06-16;Thursday;2016;Jun;6
20160617;201606;2016-06-17;Friday;2016;Jun;6
20160618;201606;2016-06-18;Saturday;2016;Jun;6
20160619;201606;2016-06-19;Sunday;2016;Jun;6
20160620;201606;2016-06-20;Monday;2016;Jun;6
20160621;201606;2016-06-21;Tuesday;2016;Jun;6
20160622;201606;2016-06-22;Wednesday;2016;Jun;6
20160623;201606;2016-06-23;Thursday;2016;Jun;6
20160624;201606;2016-06-24;Friday;2016;Jun;6
20160625;201606;2016-06-25;Saturday;2016;Jun;6
20160626;201606;2016-06-26;Sunday;2016;Jun;6
20160627;201606;2016-06-27;Monday;2016;Jun;6
20160628;201606;2016-06-28;Tuesday;2016;Jun;6
20160629;201606;2016-06-29;Wednesday;2016;Jun;6
20160630;201606;2016-06-30;Thursday;2016;Jun;6
20160701;201607;2016-07-01;Friday;2016;Jul;7
20160702;201607;2016-07-02;Saturday;2016;Jul;7
20160703;201607;2016-07-03;Sunday;2016;Jul;7
20160704;201607;2016-07-04;Monday;2016;Jul;7
20160705;201607;2016-07-05;Tuesday;2016;Jul;7
20160706;201607;2016-07-06;Wednesday;2016;Jul;7
20160707;201607;2016-07-07;Thursday;2016;Jul;7
20160708;201607;2016-07-08;Friday;2016;Jul;7
20160709;201607;2016-07-09;Saturday;2016;Jul;7
20160710;201607;2016-07-10;Sunday;2016;Jul;7
20160711;201607;2016-07-11;Monday;2016;Jul;7
20160712;201607;2016-07-12;Tuesday;2016;Jul;7
20160713;201607;2016-07-13;Wednesday;2016;Jul;7
20160714;201607;2016-07-14;Thursday;2016;Jul;7
20160715;201607;2016-07-15;Friday;2016;Jul;7
20160716;201607;2016-07-16;Saturday;2016;Jul;7
20160717;201607;2016-07-17;Sunday;2016;Jul;7
20160718;201607;2016-07-18;Monday;2016;Jul;7
20160719;201607;2016-07-19;Tuesday;2016;Jul;7
20160720;201607;2016-07-20;Wednesday;2016;Jul;7
20160721;201607;2016-07-21;Thursday;2016;Jul;7
20160722;201607;2016-07-22;Friday;2016;Jul;7
20160723;201607;2016-07-23;Saturday;2016;Jul;7
20160724;201607;2016-07-24;Sunday;2016;Jul;7
20160725;201607;2016-07-25;Monday;2016;Jul;7
20160726;201607;2016-07-26;Tuesday;2016;Jul;7
20160727;201607;2016-07-27;Wednesday;2016;Jul;7
20160728;201607;2016-07-28;Thursday;2016;Jul;7
20160729;201607;2016-07-29;Friday;2016;Jul;7
20160730;201607;2016-07-30;Saturday;2016;Jul;7
20160731;201607;2016-07-31;Sunday;2016;Jul;7
20160801;201608;2016-08-01;Monday;2016;Aug;8
20160802;201608;2016-08-02;Tuesday;2016;Aug;8
20160803;201608;2016-08-03;Wednesday;2016;Aug;8
20160804;201608;2016-08-04;Thursday;2016;Aug;8
20160805;201608;2016-08-05;Friday;2016;Aug;8
20160806;201608;2016-08-06;Saturday;2016;Aug;8
20160807;201608;2016-08-07;Sunday;2016;Aug;8
20160808;201608;2016-08-08;Monday;2016;Aug;8
20160809;201608;2016-08-09;Tuesday;2016;Aug;8
20160810;201608;2016-08-10;Wednesday;2016;Aug;8
20160811;201608;2016-08-11;Thursday;2016;Aug;8
20160812;201608;2016-08-12;Friday;2016;Aug;8
20160813;201608;2016-08-13;Saturday;2016;Aug;8
20160814;201608;2016-08-14;Sunday;2016;Aug;8
20160815;201608;2016-08-15;Monday;2016;Aug;8
20160816;201608;2016-08-16;Tuesday;2016;Aug;8
20160817;201608;2016-08-17;Wednesday;2016;Aug;8
20160818;201608;2016-08-18;Thursday;2016;Aug;8
20160819;201608;2016-08-19;Friday;2016;Aug;8
20160820;201608;2016-08-20;Saturday;2016;Aug;8
20160821;201608;2016-08-21;Sunday;2016;Aug;8
20160822;201608;2016-08-22;Monday;2016;Aug;8
20160823;201608;2016-08-23;Tuesday;2016;Aug;8
20160824;201608;2016-08-24;Wednesday;2016;Aug;8
20160825;201608;2016-08-25;Thursday;2016;Aug;8
20160826;201608;2016-08-26;Friday;2016;Aug;8
20160827;201608;2016-08-27;Saturday;2016;Aug;8
20160828;201608;2016-08-28;Sunday;2016;Aug;8
20160829;201608;2016-08-29;Monday;2016;Aug;8
20160830;201608;2016-08-30;Tuesday;2016;Aug;8
20160831;201608;2016-08-31;Wednesday;2016;Aug;8
20160901;201609;2016-09-01;Thursday;2016;Sep;9
20160902;201609;2016-09-02;Friday;2016;Sep;9
20160903;201609;2016-09-03;Saturday;2016;Sep;9
20160904;201609;2016-09-04;Sunday;2016;Sep;9
20160905;201609;2016-09-05;Monday;2016;Sep;9
20160906;201609;2016-09-06;Tuesday;2016;Sep;9
20160907;201609;2016-09-07;Wednesday;2016;Sep;9
20160908;201609;2016-09-08;Thursday;2016;Sep;9
20160909;201609;2016-09-09;Friday;2016;Sep;9
20160910;201609;2016-09-10;Saturday;2016;Sep;9
20160911;201609;2016-09-11;Sunday;2016;Sep;9
20160912;201609;2016-09-12;Monday;2016;Sep;9
20160913;201609;2016-09-13;Tuesday;2016;Sep;9
20160914;201609;2016-09-14;Wednesday;2016;Sep;9
20160915;201609;2016-09-15;Thursday;2016;Sep;9
20160916;201609;2016-09-16;Friday;2016;Sep;9
20160917;201609;2016-09-17;Saturday;2016;Sep;9
20160918;201609;2016-09-18;Sunday;2016;Sep;9
20160919;201609;2016-09-19;Monday;2016;Sep;9
20160920;201609;2016-09-20;Tuesday;2016;Sep;9
20160921;201609;2016-09-21;Wednesday;2016;Sep;9
20160922;201609;2016-09-22;Thursday;2016;Sep;9
20160923;201609;2016-09-23;Friday;2016;Sep;9
20160924;201609;2016-09-24;Saturday;2016;Sep;9
20160925;201609;2016-09-25;Sunday;2016;Sep;9
20160926;201609;2016-09-26;Monday;2016;Sep;9
20160927;201609;2016-09-27;Tuesday;2016;Sep;9
20160928;201609;2016-09-28;Wednesday;2016;Sep;9
20160929;201609;2016-09-29;Thursday;2016;Sep;9
20160930;201609;2016-09-30;Friday;2016;Sep;9
20161001;201610;2016-10-01;Saturday;2016;Oct;10
20161002;201610;2016-10-02;Sunday;2016;Oct;10
20161003;201610;2016-10-03;Monday;2016;Oct;10
20161004;201610;2016-10-04;Tuesday;2016;Oct;10
20161005;201610;2016-10-05;Wednesday;2016;Oct;10
20161006;201610;2016-10-06;Thursday;2016;Oct;10
20161007;201610;2016-10-07;Friday;2016;Oct;10
20161008;201610;2016-10-08;Saturday;2016;Oct;10
20161009;201610;2016-10-09;Sunday;2016;Oct;10
20161010;201610;2016-10-10;Monday;2016;Oct;10
20161011;201610;2016-10-11;Tuesday;2016;Oct;10
20161012;201610;2016-10-12;Wednesday;2016;Oct;10
20161013;201610;2016-10-13;Thursday;2016;Oct;10
20161014;201610;2016-10-14;Friday;2016;Oct;10
20161015;201610;2016-10-15;Saturday;2016;Oct;10
20161016;201610;2016-10-16;Sunday;2016;Oct;10
20161017;201610;2016-10-17;Monday;2016;Oct;10
20161018;201610;2016-10-18;Tuesday;2016;Oct;10
20161019;201610;2016-10-19;Wednesday;2016;Oct;10
20161020;201610;2016-10-20;Thursday;2016;Oct;10
20161021;201610;2016-10-21;Friday;2016;Oct;10
20161022;201610;2016-10-22;Saturday;2016;Oct;10
20161023;201610;2016-10-23;Sunday;2016;Oct;10
20161024;201610;2016-10-24;Monday;2016;Oct;10
20161025;201610;2016-10-25;Tuesday;2016;Oct;10
20161026;201610;2016-10-26;Wednesday;2016;Oct;10
20161027;201610;2016-10-27;Thursday;2016;Oct;10
20161028;201610;2016-10-28;Friday;2016;Oct;10
20161029;201610;2016-10-29;Saturday;2016;Oct;10
20161030;201610;2016-10-30;Sunday;2016;Oct;10
20161031;201610;2016-10-31;Monday;2016;Oct;10
20161101;201611;2016-11-01;Tuesday;2016;Nov;11
20161102;201611;2016-11-02;Wednesday;2016;Nov;11
20161103;201611;2016-11-03;Thursday;2016;Nov;11
20161104;201611;2016-11-04;Friday;2016;Nov;11
20161105;201611;2016-11-05;Saturday;2016;Nov;11
20161106;201611;2016-11-06;Sunday;2016;Nov;11
20161107;201611;2016-11-07;Monday;2016;Nov;11
20161108;201611;2016-11-08;Tuesday;2016;Nov;11
20161109;201611;2016-11-09;Wednesday;2016;Nov;11
20161110;201611;2016-11-10;Thursday;2016;Nov;11
20161111;201611;2016-11-11;Friday;2016;Nov;11
20161112;201611;2016-11-12;Saturday;2016;Nov;11
20161113;201611;2016-11-13;Sunday;2016;Nov;11
20161114;201611;2016-11-14;Monday;2016;Nov;11
20161115;201611;2016-11-15;Tuesday;2016;Nov;11
20161116;201611;2016-11-16;Wednesday;2016;Nov;11
20161117;201611;2016-11-17;Thursday;2016;Nov;11
20161118;201611;2016-11-18;Friday;2016;Nov;11
20161119;201611;2016-11-19;Saturday;2016;Nov;11
20161120;201611;2016-11-20;Sunday;2016;Nov;11
20161121;201611;2016-11-21;Monday;2016;Nov;11
20161122;201611;2016-11-22;Tuesday;2016;Nov;11
20161123;201611;2016-11-23;Wednesday;2016;Nov;11
20161124;201611;2016-11-24;Thursday;2016;Nov;11
20161125;201611;2016-11-25;Friday;2016;Nov;11
20161126;201611;2016-11-26;Saturday;2016;Nov;11
20161127;201611;2016-11-27;Sunday;2016;Nov;11
20161128;201611;2016-11-28;Monday;2016;Nov;11
20161129;201611;2016-11-29;Tuesday;2016;Nov;11
20161130;201611;2016-11-30;Wednesday;2016;Nov;11
20161201;201612;2016-12-01;Thursday;2016;Dec;12
20161202;201612;2016-12-02;Friday;2016;Dec;12
20161203;201612;2016-12-03;Saturday;2016;Dec;12
20161204;201612;2016-12-04;Sunday;2016;Dec;12
20161205;201612;2016-12-05;Monday;2016;Dec;12
20161206;201612;2016-12-06;Tuesday;2016;Dec;12
20161207;201612;2016-12-07;Wednesday;2016;Dec;12
20161208;201612;2016-12-08;Thursday;2016;Dec;12
20161209;201612;2016-12-09;Friday;2016;Dec;12
20161210;201612;2016-12-10;Saturday;2016;Dec;12
20161211;201612;2016-12-11;Sunday;2016;Dec;12
20161212;201612;2016-12-12;Monday;2016;Dec;12
20161213;201612;2016-12-13;Tuesday;2016;Dec;12
20161214;201612;2016-12-14;Wednesday;2016;Dec;12
20161215;201612;2016-12-15;Thursday;2016;Dec;12
20161216;201612;2016-12-16;Friday;2016;Dec;12
20161217;201612;2016-12-17;Saturday;2016;Dec;12
20161218;201612;2016-12-18;Sunday;2016;Dec;12
20161219;201612;2016-12-19;Monday;2016;Dec;12
20161220;201612;2016-12-20;Tuesday;2016;Dec;12
20161221;201612;2016-12-21;Wednesday;2016;Dec;12
20161222;201612;2016-12-22;Thursday;2016;Dec;12
20161223;201612;2016-12-23;Friday;2016;Dec;12
20161224;201612;2016-12-24;Saturday;2016;Dec;12
20161225;201612;2016-12-25;Sunday;2016;Dec;12
20161226;201612;2016-12-26;Monday;2016;Dec;12
20161227;201612;2016-12-27;Tuesday;2016;Dec;12
20161228;201612;2016-12-28;Wednesday;2016;Dec;12
20161229;201612;2016-12-29;Thursday;2016;Dec;12
20161230;201612;2016-12-30;Friday;2016;Dec;12
20161231;201612;2016-12-31;Saturday;2016;Dec;12
20170101;201701;2017-01-01;Sunday;2017;Jan;1
20170102;201701;2017-01-02;Monday;2017;Jan;1
20170103;201701;2017-01-03;Tuesday;2017;Jan;1
20170104;201701;2017-01-04;Wednesday;2017;Jan;1
20170105;201701;2017-01-05;Thursday;2017;Jan;1
20170106;201701;2017-01-06;Friday;2017;Jan;1
20170107;201701;2017-01-07;Saturday;2017;Jan;1
20170108;201701;2017-01-08;Sunday;2017;Jan;1
20170109;201701;2017-01-09;Monday;2017;Jan;1
20170110;201701;2017-01-10;Tuesday;2017;Jan;1
20170111;201701;2017-01-11;Wednesday;2017;Jan;1
20170112;201701;2017-01-12;Thursday;2017;Jan;1
20170113;201701;2017-01-13;Friday;2017;Jan;1
20170114;201701;2017-01-14;Saturday;2017;Jan;1
20170115;201701;2017-01-15;Sunday;2017;Jan;1
20170116;201701;2017-01-16;Monday;2017;Jan;1
20170117;201701;2017-01-17;Tuesday;2017;Jan;1
20170118;201701;2017-01-18;Wednesday;2017;Jan;1
20170119;201701;2017-01-19;Thursday;2017;Jan;1
20170120;201701;2017-01-20;Friday;2017;Jan;1
20170121;201701;2017-01-21;Saturday;2017;Jan;1
20170122;201701;2017-01-22;Sunday;2017;Jan;1
20170123;201701;2017-01-23;Monday;2017;Jan;1
20170124;201701;2017-01-24;Tuesday;2017;Jan;1
20170125;201701;2017-01-25;Wednesday;2017;Jan;1
20170126;201701;2017-01-26;Thursday;2017;Jan;1
20170127;201701;2017-01-27;Friday;2017;Jan;1
20170128;201701;2017-01-28;Saturday;2017;Jan;1
20170129;201701;2017-01-29;Sunday;2017;Jan;1
20170130;201701;2017-01-30;Monday;2017;Jan;1
20170131;201701;2017-01-31;Tuesday;2017;Jan;1
20170201;201702;2017-02-01;Wednesday;2017;Feb;2
20170202;201702;2017-02-02;Thursday;2017;Feb;2
20170203;201702;2017-02-03;Friday;2017;Feb;2
20170204;201702;2017-02-04;Saturday;2017;Feb;2
20170205;201702;2017-02-05;Sunday;2017;Feb;2
20170206;201702;2017-02-06;Monday;2017;Feb;2
20170207;201702;2017-02-07;Tuesday;2017;Feb;2
20170208;201702;2017-02-08;Wednesday;2017;Feb;2
20170209;201702;2017-02-09;Thursday;2017;Feb;2
20170210;201702;2017-02-10;Friday;2017;Feb;2
20170211;201702;2017-02-11;Saturday;2017;Feb;2
20170212;201702;2017-02-12;Sunday;2017;Feb;2
20170213;201702;2017-02-13;Monday;2017;Feb;2
20170214;201702;2017-02-14;Tuesday;2017;Feb;2
20170215;201702;2017-02-15;Wednesday;2017;Feb;2
20170216;201702;2017-02-16;Thursday;2017;Feb;2
20170217;201702;2017-02-17;Friday;2017;Feb;2
20170218;201702;2017-02-18;Saturday;2017;Feb;2
20170219;201702;2017-02-19;Sunday;2017;Feb;2
20170220;201702;2017-02-20;Monday;2017;Feb;2
20170221;201702;2017-02-21;Tuesday;2017;Feb;2
20170222;201702;2017-02-22;Wednesday;2017;Feb;2
20170223;201702;2017-02-23;Thursday;2017;Feb;2
20170224;201702;2017-02-24;Friday;2017;Feb;2
20170225;201702;2017-02-25;Saturday;2017;Feb;2
20170226;201702;2017-02-26;Sunday;2017;Feb;2
20170227;201702;2017-02-27;Monday;2017;Feb;2
20170228;201702;2017-02-28;Tuesday;2017;Feb;2
20170301;201703;2017-03-01;Wednesday;2017;Mar;3
20170302;201703;2017-03-02;Thursday;2017;Mar;3
20170303;201703;2017-03-03;Friday;2017;Mar;3
20170304;201703;2017-03-04;Saturday;2017;Mar;3
20170305;201703;2017-03-05;Sunday;2017;Mar;3
20170306;201703;2017-03-06;Monday;2017;Mar;3
20170307;201703;2017-03-07;Tuesday;2017;Mar;3
20170308;201703;2017-03-08;Wednesday;2017;Mar;3
20170309;201703;2017-03-09;Thursday;2017;Mar;3
20170310;201703;2017-03-10;Friday;2017;Mar;3
20170311;201703;2017-03-11;Saturday;2017;Mar;3
20170312;201703;2017-03-12;Sunday;2017;Mar;3
20170313;201703;2017-03-13;Monday;2017;Mar;3
20170314;201703;2017-03-14;Tuesday;2017;Mar;3
20170315;201703;2017-03-15;Wednesday;2017;Mar;3
20170316;201703;2017-03-16;Thursday;2017;Mar;3
20170317;201703;2017-03-17;Friday;2017;Mar;3
20170318;201703;2017-03-18;Saturday;2017;Mar;3
20170319;201703;2017-03-19;Sunday;2017;Mar;3
20170320;201703;2017-03-20;Monday;2017;Mar;3
20170321;201703;2017-03-21;Tuesday;2017;Mar;3
20170322;201703;2017-03-22;Wednesday;2017;Mar;3
20170323;201703;2017-03-23;Thursday;2017;Mar;3
20170324;201703;2017-03-24;Friday;2017;Mar;3
20170325;201703;2017-03-25;Saturday;2017;Mar;3
20170326;201703;2017-03-26;Sunday;2017;Mar;3
20170327;201703;2017-03-27;Monday;2017;Mar;3
20170328;201703;2017-03-28;Tuesday;2017;Mar;3
20170329;201703;2017-03-29;Wednesday;2017;Mar;3
20170330;201703;2017-03-30;Thursday;2017;Mar;3
20170331;201703;2017-03-31;Friday;2017;Mar;3
20170401;201704;2017-04-01;Saturday;2017;Apr;4
20170402;201704;2017-04-02;Sunday;2017;Apr;4
20170403;201704;2017-04-03;Monday;2017;Apr;4
20170404;201704;2017-04-04;Tuesday;2017;Apr;4
20170405;201704;2017-04-05;Wednesday;2017;Apr;4
20170406;201704;2017-04-06;Thursday;2017;Apr;4
20170407;201704;2017-04-07;Friday;2017;Apr;4
20170408;201704;2017-04-08;Saturday;2017;Apr;4
20170409;201704;2017-04-09;Sunday;2017;Apr;4
20170410;201704;2017-04-10;Monday;2017;Apr;4
20170411;201704;2017-04-11;Tuesday;2017;Apr;4
20170412;201704;2017-04-12;Wednesday;2017;Apr;4
20170413;201704;2017-04-13;Thursday;2017;Apr;4
20170414;201704;2017-04-14;Friday;2017;Apr;4
20170415;201704;2017-04-15;Saturday;2017;Apr;4
20170416;201704;2017-04-16;Sunday;2017;Apr;4
20170417;201704;2017-04-17;Monday;2017;Apr;4
20170418;201704;2017-04-18;Tuesday;2017;Apr;4
20170419;201704;2017-04-19;Wednesday;2017;Apr;4
20170420;201704;2017-04-20;Thursday;2017;Apr;4
20170421;201704;2017-04-21;Friday;2017;Apr;4
20170422;201704;2017-04-22;Saturday;2017;Apr;4
20170423;201704;2017-04-23;Sunday;2017;Apr;4
20170424;201704;2017-04-24;Monday;2017;Apr;4
20170425;201704;2017-04-25;Tuesday;2017;Apr;4
20170426;201704;2017-04-26;Wednesday;2017;Apr;4
20170427;201704;2017-04-27;Thursday;2017;Apr;4
20170428;201704;2017-04-28;Friday;2017;Apr;4
20170429;201704;2017-04-29;Saturday;2017;Apr;4
20170430;201704;2017-04-30;Sunday;2017;Apr;4
20170501;201705;2017-05-01;Monday;2017;May;5
20170502;201705;2017-05-02;Tuesday;2017;May;5
20170503;201705;2017-05-03;Wednesday;2017;May;5
20170504;201705;2017-05-04;Thursday;2017;May;5
20170505;201705;2017-05-05;Friday;2017;May;5
20170506;201705;2017-05-06;Saturday;2017;May;5
20170507;201705;2017-05-07;Sunday;2017;May;5
20170508;201705;2017-05-08;Monday;2017;May;5
20170509;201705;2017-05-09;Tuesday;2017;May;5
20170510;201705;2017-05-10;Wednesday;2017;May;5
20170511;201705;2017-05-11;Thursday;2017;May;5
20170512;201705;2017-05-12;Friday;2017;May;5
20170513;201705;2017-05-13;Saturday;2017;May;5
20170514;201705;2017-05-14;Sunday;2017;May;5
20170515;201705;2017-05-15;Monday;2017;May;5
20170516;201705;2017-05-16;Tuesday;2017;May;5
20170517;201705;2017-05-17;Wednesday;2017;May;5
20170518;201705;2017-05-18;Thursday;2017;May;5
20170519;201705;2017-05-19;Friday;2017;May;5
20170520;201705;2017-05-20;Saturday;2017;May;5
20170521;201705;2017-05-21;Sunday;2017;May;5
20170522;201705;2017-05-22;Monday;2017;May;5
20170523;201705;2017-05-23;Tuesday;2017;May;5
20170524;201705;2017-05-24;Wednesday;2017;May;5
20170525;201705;2017-05-25;Thursday;2017;May;5
20170526;201705;2017-05-26;Friday;2017;May;5
20170527;201705;2017-05-27;Saturday;2017;May;5
20170528;201705;2017-05-28;Sunday;2017;May;5
20170529;201705;2017-05-29;Monday;2017;May;5
20170530;201705;2017-05-30;Tuesday;2017;May;5
20170531;201705;2017-05-31;Wednesday;2017;May;5
20170601;201706;2017-06-01;Thursday;2017;Jun;6
20170602;201706;2017-06-02;Friday;2017;Jun;6
20170603;201706;2017-06-03;Saturday;2017;Jun;6
20170604;201706;2017-06-04;Sunday;2017;Jun;6
20170605;201706;2017-06-05;Monday;2017;Jun;6
20170606;201706;2017-06-06;Tuesday;2017;Jun;6
20170607;201706;2017-06-07;Wednesday;2017;Jun;6
20170608;201706;2017-06-08;Thursday;2017;Jun;6
20170609;201706;2017-06-09;Friday;2017;Jun;6
20170610;201706;2017-06-10;Saturday;2017;Jun;6
20170611;201706;2017-06-11;Sunday;2017;Jun;6
20170612;201706;2017-06-12;Monday;2017;Jun;6
20170613;201706;2017-06-13;Tuesday;2017;Jun;6
20170614;201706;2017-06-14;Wednesday;2017;Jun;6
20170615;201706;2017-06-15;Thursday;2017;Jun;6
20170616;201706;2017-06-16;Friday;2017;Jun;6
20170617;201706;2017-06-17;Saturday;2017;Jun;6
20170618;201706;2017-06-18;Sunday;2017;Jun;6
20170619;201706;2017-06-19;Monday;2017;Jun;6
20170620;201706;2017-06-20;Tuesday;2017;Jun;6
20170621;201706;2017-06-21;Wednesday;2017;Jun;6
20170622;201706;2017-06-22;Thursday;2017;Jun;6
20170623;201706;2017-06-23;Friday;2017;Jun;6
20170624;201706;2017-06-24;Saturday;2017;Jun;6
20170625;201706;2017-06-25;Sunday;2017;Jun;6
20170626;201706;2017-06-26;Monday;2017;Jun;6
20170627;201706;2017-06-27;Tuesday;2017;Jun;6
20170628;201706;2017-06-28;Wednesday;2017;Jun;6
20170629;201706;2017-06-29;Thursday;2017;Jun;6
20170630;201706;2017-06-30;Friday;2017;Jun;6
20170701;201707;2017-07-01;Saturday;2017;Jul;7
20170702;201707;2017-07-02;Sunday;2017;Jul;7
20170703;201707;2017-07-03;Monday;2017;Jul;7
20170704;201707;2017-07-04;Tuesday;2017;Jul;7
20170705;201707;2017-07-05;Wednesday;2017;Jul;7
20170706;201707;2017-07-06;Thursday;2017;Jul;7
20170707;201707;2017-07-07;Friday;2017;Jul;7
20170708;201707;2017-07-08;Saturday;2017;Jul;7
20170709;201707;2017-07-09;Sunday;2017;Jul;7
20170710;201707;2017-07-10;Monday;2017;Jul;7
20170711;201707;2017-07-11;Tuesday;2017;Jul;7
20170712;201707;2017-07-12;Wednesday;2017;Jul;7
20170713;201707;2017-07-13;Thursday;2017;Jul;7
